Symbol,Market,TradingDate,Time,Open,High,Low,Close,Volume,Value
FPT,HOSE,29/07/2021,,63137,64441,62931,64098,3712900,343934960000.0020
FPT,HOSE,30/07/2021,,64166,65059,63686,64510,4525900,425665030000.0070
FPT,HOSE,02/08/2021,,64510,66294,64510,65608,4275900,408983000000
FPT,HOSE,03/08/2021,,65745,65882,64990,65745,3607200,343678150000.0020
FPT,HOSE,04/08/2021,,65814,66019,65127,65608,2818400,269641740000
FPT,HOSE,05/08/2021,,65333,66568,65127,66294,2485600,238138020000.0010
FPT,HOSE,06/08/2021,,66431,66706,65745,66294,3413900,329565959999.9980
FPT,HOSE,09/08/2021,,66568,67049,65814,66912,2934500,285026860000.0040
FPT,HOSE,10/08/2021,,67461,67529,66980,67117,2680700,262613279999.9960
FPT,HOSE,11/08/2021,,67049,67117,65951,65951,4883200,472971550000.0040
FPT,HOSE,12/08/2021,,65745,65882,64098,64372,8399400,795485970000.0140
FPT,HOSE,13/08/2021,,63892,65196,63823,65196,3618700,339384849999.9960
FPT,HOSE,16/08/2021,,65888,66026,65472,65610,1906800,180442090000.0030
FPT,HOSE,17/08/2021,,65263,65610,64847,65055,2801700,263601470000.0030
FPT,HOSE,18/08/2021,,65055,65818,65055,65194,1951000,183417520000
FPT,HOSE,19/08/2021,,65888,65888,65055,65541,2721600,256963220000
FPT,HOSE,20/08/2021,,65541,65680,63183,64362,4349300,405428210000
FPT,HOSE,23/08/2021,,64154,64154,63113,63113,3436600,314747669999.9960
FPT,HOSE,24/08/2021,,63460,63807,62351,63738,3081500,279875959999.9980
FPT,HOSE,25/08/2021,,64084,64084,63113,63738,1344000,123143129999.9990
FPT,HOSE,26/08/2021,,63807,64431,63252,63391,1758700,161959210000.0030
FPT,HOSE,27/08/2021,,63113,63807,62836,63807,1896200,173355810000.0010
FPT,HOSE,30/08/2021,,64501,64501,63876,63946,1494800,138071750000.0010
FPT,HOSE,31/08/2021,,64015,64639,63807,64084,1952500,180576559999.9990
FPT,HOSE,01/09/2021,,63876,64501,63876,64084,1353300,125334570000
FPT,HOSE,06/09/2021,,64084,65818,64015,65818,3124600,291338800000.0010
FPT,HOSE,07/09/2021,,66096,66096,64847,64847,2290600,216065120000
FPT,HOSE,08/09/2021,,64847,65333,64362,64570,1453800,135781010000
FPT,HOSE,09/09/2021,,64570,65125,64362,64639,1393700,129780700000.0010
FPT,HOSE,10/09/2021,,64778,65472,64778,64847,1440100,135021740000
FPT,HOSE,13/09/2021,,64917,65194,64431,64501,1600000,149154540000.0010
FPT,HOSE,14/09/2021,,64709,65680,64501,65055,2523200,236607530000.0010
FPT,HOSE,15/09/2021,,65055,65472,64709,65263,1690100,158751019999.9980
FPT,HOSE,16/09/2021,,65472,65888,65333,65680,1924700,182023339999.9990
FPT,HOSE,17/09/2021,,66234,67275,66165,66373,3325700,319480930000.0010
FPT,HOSE,20/09/2021,,66581,66720,65263,65472,2526100,239998710000.0010
FPT,HOSE,21/09/2021,,64778,65194,64154,64847,2697100,251343579999.9960
FPT,HOSE,22/09/2021,,64639,64778,64293,64639,2027200,188465999999.9980
FPT,HOSE,23/09/2021,,64639,65055,64501,64570,1394200,130080560000.0010
FPT,HOSE,24/09/2021,,64639,64639,64293,64293,1449000,134658059999.9990
FPT,HOSE,27/09/2021,,64431,64847,63876,63876,1546100,143387770000
FPT,HOSE,28/09/2021,,63599,64501,63460,64501,1393500,128495900000
FPT,HOSE,29/09/2021,,64501,64778,64015,64639,1177400,109316630000
FPT,HOSE,30/09/2021,,64847,65125,64501,64501,996900,93161950000.0006
FPT,HOSE,01/10/2021,,64431,64570,64154,64431,1055400,97860389999.9999
FPT,HOSE,04/10/2021,,64501,66026,64084,65610,2277800,214070330000.0020
FPT,HOSE,05/10/2021,,65888,66581,65472,65472,1392800,132266620000.0010
FPT,HOSE,06/10/2021,,65541,65680,64986,65472,1571300,147768669999.9990
FPT,HOSE,07/10/2021,,65818,65888,65263,65402,1497000,141637850000
FPT,HOSE,08/10/2021,,65888,69009,65472,68593,8305600,811130609999.9640
FPT,HOSE,11/10/2021,,68662,68870,68176,68801,2295500,226818250000.0020
FPT,HOSE,12/10/2021,,68801,68801,68315,68662,1125300,111197840000
FPT,HOSE,13/10/2021,,68662,70396,68315,68939,3232500,323520649999.9980
FPT,HOSE,14/10/2021,,68939,69355,68246,68523,1824200,180875080000.0030
FPT,HOSE,15/10/2021,,68939,69425,68246,68593,1702500,168839379999.9990
FPT,HOSE,18/10/2021,,68662,69355,68384,68662,2264100,224319470000.0010
FPT,HOSE,19/10/2021,,68662,69009,68384,68384,1534300,151889700000
FPT,HOSE,20/10/2021,,68454,69009,66997,67691,2248600,220796690000.0020
FPT,HOSE,21/10/2021,,68246,68315,67067,67067,2283600,222088640000.0010
FPT,HOSE,22/10/2021,,67275,67552,66651,66720,2023400,195509869999.9990
FPT,HOSE,25/10/2021,,66720,66720,65818,65818,2938500,280639859999.9970
FPT,HOSE,26/10/2021,,65888,67205,65402,67205,1855700,177421000000
FPT,HOSE,27/10/2021,,67136,68107,66928,68107,2326700,226706000000
FPT,HOSE,28/10/2021,,68107,68246,67414,67968,1644700,160565820000
FPT,HOSE,29/10/2021,,67968,67968,67205,67205,2382700,231612980000.0020
FPT,HOSE,01/11/2021,,67552,67552,66304,66443,2855800,275391599999.9990
FPT,HOSE,02/11/2021,,66234,67275,66234,66651,2109100,202682700000.0040
FPT,HOSE,03/11/2021,,66720,67067,66026,66651,2680100,257067180000
FPT,HOSE,04/11/2021,,66651,67136,66373,66581,1761300,169253660000
FPT,HOSE,05/11/2021,,66720,67830,66581,67691,2169900,210444390000.0010
FPT,HOSE,08/11/2021,,67691,68315,67483,67552,1687900,165092000000
FPT,HOSE,09/11/2021,,67622,67691,66581,66859,1845900,178755000000
FPT,HOSE,10/11/2021,,66859,67275,66512,67275,1592400,153159220000.0010
FPT,HOSE,11/11/2021,,67275,67968,66443,66581,2122200,204978630000.0030
FPT,HOSE,12/11/2021,,66720,68107,66512,67968,2240300,217458959999.9960
FPT,HOSE,15/11/2021,,68315,68315,67483,67483,1908900,186830659999.9990
FPT,HOSE,16/11/2021,,67483,69009,67136,68176,3506200,344061090000.0050
FPT,HOSE,17/11/2021,,68176,68246,67968,68176,1186200,116525360000
FPT,HOSE,18/11/2021,,68176,68454,66928,66928,2005000,195476759999.9990
FPT,HOSE,19/11/2021,,67622,67830,65957,66096,2481300,238999409999.9970
FPT,HOSE,22/11/2021,,66234,66581,65888,65888,1670100,159271129999.9990
FPT,HOSE,23/11/2021,,65888,66997,65818,66997,1150800,110035790000.0010
FPT,HOSE,24/11/2021,,67067,68246,66859,67899,2445600,238083260000.0010
FPT,HOSE,25/11/2021,,68315,70604,68176,69355,5487400,551008450000.01
FPT,HOSE,26/11/2021,,69425,69910,68523,68593,1996200,198608670000.0010
FPT,HOSE,29/11/2021,,67622,68593,67622,68038,1993000,195439229999.9980
FPT,HOSE,30/11/2021,,68038,68315,67275,67344,2563100,250667519999.9980
FPT,HOSE,01/12/2021,,67622,68384,67067,68107,1254900,122051550000
FPT,HOSE,02/12/2021,,67691,68176,67414,67414,952900,93098039999.9994
FPT,HOSE,03/12/2021,,67830,67830,66234,66234,2009700,194249230000.0010
FPT,HOSE,06/12/2021,,66234,66928,65333,65541,2393800,227790560000
FPT,HOSE,07/12/2021,,65888,66581,65541,66581,1451000,137836339999.9990
FPT,HOSE,08/12/2021,,66928,66928,65888,66304,1064800,102005030000
