Symbol,Market,TradingDate,Time,Open,High,Low,Close,Volume,Value
MSN,HOSE,01/04/2019,,69268,71211,68945,71211,515710,44845060000
MSN,HOSE,02/04/2019,,71453,71696,69835,71291,393200,34598710000
MSN,HOSE,03/04/2019,,71291,71291,70401,70968,303680,26700220000
MSN,HOSE,04/04/2019,,70482,71291,70482,71049,336280,29554680000
MSN,HOSE,05/04/2019,,71049,71858,71049,71453,231110,20412440000
MSN,HOSE,08/04/2019,,71211,71615,69430,71453,582440,50719960000
MSN,HOSE,09/04/2019,,71777,71777,70401,70806,280380,24642630000
MSN,HOSE,10/04/2019,,68945,70401,68945,70159,292050,25159500000
MSN,HOSE,11/04/2019,,70159,71211,70159,70968,188220,16431910000
MSN,HOSE,12/04/2019,,71049,71291,70401,71049,95630,8399910000
MSN,HOSE,16/04/2019,,69592,71291,69107,71049,290800,25532220000
MSN,HOSE,17/04/2019,,71049,71291,70401,71211,730310,64235560000
MSN,HOSE,18/04/2019,,69673,71130,69592,69592,407720,35535960000
MSN,HOSE,19/04/2019,,69592,71211,69592,70887,57480,5032210000
MSN,HOSE,22/04/2019,,70887,71211,70806,71130,292240,25648340000
MSN,HOSE,23/04/2019,,70482,71211,70482,71130,338520,29737140000
MSN,HOSE,24/04/2019,,70078,71291,70078,71211,573510,50360600000
MSN,HOSE,25/04/2019,,71211,71211,70482,70725,271410,23804.56
MSN,HOSE,26/04/2019,,70401,70725,69916,70320,284150,24681890000
MSN,HOSE,02/05/2019,,70401,71615,69997,71615,678660,59330660000
MSN,HOSE,03/05/2019,,71777,73153,70644,71696,868120,77487130000
MSN,HOSE,06/05/2019,,71534,71534,69997,70401,90180,7878990000
MSN,HOSE,07/05/2019,,70401,71777,70401,71130,337420,29630110000
MSN,HOSE,08/05/2019,,70401,71615,70401,71049,509850,44727620000
MSN,HOSE,09/05/2019,,71049,71372,70806,70968,221500,19452730000
MSN,HOSE,10/05/2019,,70482,71453,70482,70806,189070,16620230000
MSN,HOSE,13/05/2019,,70806,71130,70159,70159,291940,25472680000
MSN,HOSE,14/05/2019,,68055,71049,68055,69997,327800,28306220000
MSN,HOSE,15/05/2019,,69997,71615,69997,71049,202520,17708230000
MSN,HOSE,16/05/2019,,71049,71453,70401,70401,359320,31442280000
MSN,HOSE,17/05/2019,,69754,71049,69754,69997,419260,36290000000
MSN,HOSE,20/05/2019,,70078,71372,69997,71211,396980,34668810000
MSN,HOSE,21/05/2019,,71211,74124,71211,73881,976350,88579020000
MSN,HOSE,22/05/2019,,73881,74124,72667,72829,436560,39536110000
MSN,HOSE,23/05/2019,,72667,73476,72020,72829,254800,22946000000
MSN,HOSE,24/05/2019,,72829,73234,70563,70563,687440,61066350000
MSN,HOSE,27/05/2019,,70482,71858,70482,71534,353840,31221740000
MSN,HOSE,28/05/2019,,71211,71615,69997,70401,642340,55880900000
MSN,HOSE,29/05/2019,,70078,70968,69997,70644,313820,27292970000
MSN,HOSE,30/05/2019,,70644,71049,69188,69188,309190,26864880000
MSN,HOSE,31/05/2019,,69268,70239,69268,69430,463440,39935740000
MSN,HOSE,03/06/2019,,69430,69916,68783,68783,381730,32618920000
MSN,HOSE,04/06/2019,,68783,69268,67569,68783,326580,27570360000
MSN,HOSE,05/06/2019,,69511,69511,68783,68783,214360,18329580000
MSN,HOSE,06/06/2019,,68459,69188,68459,68945,254610,21628390000
MSN,HOSE,07/06/2019,,69188,70320,68783,69592,293020,25172700000
MSN,HOSE,10/06/2019,,70401,70401,69268,70159,435320,37613310000
MSN,HOSE,11/06/2019,,70159,70239,69592,69592,226860,19587870000
MSN,HOSE,12/06/2019,,69997,69997,68783,68783,209690,17933840000
MSN,HOSE,13/06/2019,,68783,69754,68216,68378,111480,9436140000
MSN,HOSE,14/06/2019,,68783,68783,67650,68136,248270,20932540000
MSN,HOSE,17/06/2019,,67407,68621,67164,67569,334140,27885400000
MSN,HOSE,18/06/2019,,67488,67731,66032,66355,471770,39012290000
MSN,HOSE,19/06/2019,,66355,67488,66355,67003,267320,22043290000
MSN,HOSE,20/06/2019,,66355,67488,66355,67003,267320,22043290000
MSN,HOSE,21/06/2019,,66760,67974,66679,67974,739810,61915090000
MSN,HOSE,24/06/2019,,67974,69188,63280,68055,292000,24508810000
MSN,HOSE,25/06/2019,,67974,68540,67974,67974,246500,20803300000
MSN,HOSE,26/06/2019,,67812,69188,67812,69188,273640,23266450000
MSN,HOSE,27/06/2019,,68540,69268,66355,66355,598870,49997130000
MSN,HOSE,28/06/2019,,67164,67164,65951,67164,513210,42154130000
MSN,HOSE,01/07/2019,,67974,69268,67893,69268,329720,27864110000
MSN,HOSE,02/07/2019,,69268,69268,68459,68459,143850,12207810000
MSN,HOSE,03/07/2019,,68459,68702,67326,68378,391950,32916270000
MSN,HOSE,04/07/2019,,68378,68945,68216,68945,305720,25962780000
MSN,HOSE,05/07/2019,,68702,68945,68136,68783,96600,8190750000
MSN,HOSE,08/07/2019,,68055,68540,67569,68378,395430,33160250000
MSN,HOSE,09/07/2019,,67974,68378,67893,68136,195010,16411040000
MSN,HOSE,10/07/2019,,68136,68459,67812,68136,271130,22800090000
MSN,HOSE,11/07/2019,,68136,68378,66760,66760,585230,48614000000
MSN,HOSE,12/07/2019,,66760,67812,65951,65951,447220,36712000000
MSN,HOSE,15/07/2019,,65951,65951,64251,64656,679300,54480000000
MSN,HOSE,16/07/2019,,64737,65465,64737,65061,275440,22167000000
MSN,HOSE,17/07/2019,,65303,65303,64332,64575,543700,43479000000
MSN,HOSE,18/07/2019,,63847,64737,60691,61338,1683640,129108000000
MSN,HOSE,19/07/2019,,61500,62957,61338,62876,512090,39389000000
MSN,HOSE,22/07/2019,,62876,64656,62876,64089,473610,37340000000
MSN,HOSE,23/07/2019,,63280,64494,63118,64413,756340,59794000000
MSN,HOSE,24/07/2019,,64656,65465,64413,65303,523110,42000000000
MSN,HOSE,25/07/2019,,64980,65789,64656,65384,322150,25996000000
MSN,HOSE,26/07/2019,,65384,65465,64656,65465,342240,27467000000
MSN,HOSE,29/07/2019,,65303,65546,64818,65546,354020,28516000000
MSN,HOSE,30/07/2019,,65546,65627,64656,64656,345050,27702000000
MSN,HOSE,31/07/2019,,63928,64737,63604,64737,691960,54836000000
MSN,HOSE,01/08/2019,,64737,65303,64656,64818,367740,29499000000
MSN,HOSE,02/08/2019,,63928,64737,63928,63928,328940,26128000000
MSN,HOSE,05/08/2019,,63280,63928,62147,62147,794840,61587000000
MSN,HOSE,06/08/2019,,61905,61986,60448,60691,1021670,76851000000
MSN,HOSE,07/08/2019,,60691,61824,59558,60529,890330,66586000000
MSN,HOSE,08/08/2019,,59558,60529,58911,60529,800350,59027000000
MSN,HOSE,09/08/2019,,60610,61824,60610,61581,459400,34899000000
MSN,HOSE,12/08/2019,,61500,61905,61095,61500,258890,19678000000
MSN,HOSE,13/08/2019,,61500,61500,60610,61176,352420,26555000000
MSN,HOSE,14/08/2019,,61905,61905,61176,61176,432980,32877000000
MSN,HOSE,15/08/2019,,60772,61581,60367,61581,487060,36787000000
MSN,HOSE,16/08/2019,,60853,62714,60853,62309,405510,31162000000
MSN,HOSE,19/08/2019,,62309,62714,62147,62390,291070,22446000000
MSN,HOSE,20/08/2019,,62309,62309,61500,61662,258670,19751000000
MSN,HOSE,21/08/2019,,61176,62552,61176,62309,398000,30554000000
MSN,HOSE,22/08/2019,,62309,63118,61905,63118,398850,30891000000
MSN,HOSE,23/08/2019,,63361,63361,62633,62309,134130,10403000000
MSN,HOSE,26/08/2019,,61500,61905,60853,61500,408280,30953000000
MSN,HOSE,27/08/2019,,61500,61905,61338,60691,363230,27485000000
MSN,HOSE,28/08/2019,,60691,61338,60367,60529,267990,20111000000
MSN,HOSE,29/08/2019,,60529,61095,60529,60691,194630,14597000000
MSN,HOSE,30/08/2019,,60691,61338,60610,61014,181410,13630000000
MSN,HOSE,03/09/2019,,61014,61014,60367,59882,290930,21757000000
MSN,HOSE,04/09/2019,,59882,61095,59882,60691,255700,19115000000
MSN,HOSE,05/09/2019,,60691,60853,59720,60286,305580,22823000000
MSN,HOSE,06/09/2019,,60286,60691,59882,59882,242520,18048000000
MSN,HOSE,09/09/2019,,59639,60529,59639,59882,267130,19865000000
MSN,HOSE,10/09/2019,,59882,61824,59882,61581,420710,31661000000
MSN,HOSE,11/09/2019,,61662,63280,61581,63118,569250,44018000000
MSN,HOSE,12/09/2019,,63118,63118,62147,62147,291870,22527000000
MSN,HOSE,13/09/2019,,61662,62066,61419,61905,432610,32995000000
MSN,HOSE,16/09/2019,,61905,63118,61905,62957,333720,25933000000
MSN,HOSE,17/09/2019,,63118,64413,62957,64332,604250,47561000000
MSN,HOSE,18/09/2019,,64332,65465,63928,65465,906280,72583000000
MSN,HOSE,19/09/2019,,65465,65546,64575,64899,548790,44046000000
MSN,HOSE,20/09/2019,,64818,64899,64009,64899,816210,65374000000
MSN,HOSE,23/09/2019,,64899,65465,64656,64737,485650,38922000000
MSN,HOSE,24/09/2019,,64656,64656,63442,63928,561260,44265000000
MSN,HOSE,25/09/2019,,63928,64089,63604,63928,257150,20285000000
MSN,HOSE,26/09/2019,,63766,63928,63361,63523,220020,17295000000
MSN,HOSE,27/09/2019,,63928,64656,63685,64251,570790,45210000000
MSN,HOSE,30/09/2019,,64251,64332,63523,63523,562880,44418000000
MSN,HOSE,01/10/2019,,63928,64009,63199,63766,246870,19407000000
MSN,HOSE,02/10/2019,,63928,63928,62309,62309,700310,54463000000
MSN,HOSE,03/10/2019,,62309,63118,61824,63118,390570,30115000000
MSN,HOSE,04/10/2019,,63118,63523,62390,62633,165650,12879000000
MSN,HOSE,07/10/2019,,62633,62876,61905,61905,357580,27524000000
MSN,HOSE,08/10/2019,,62147,62714,61986,62228,258070,19873000000
MSN,HOSE,09/10/2019,,62228,62471,61986,62309,223030,17159000000
MSN,HOSE,10/10/2019,,62309,62714,62066,62309,417560,32148000000
MSN,HOSE,11/10/2019,,62552,62633,62147,62309,560570,43160000000
MSN,HOSE,14/10/2019,,62471,62633,61986,61986,199640,15338000000
MSN,HOSE,15/10/2019,,61986,63685,61986,63280,411850,31974000000
MSN,HOSE,16/10/2019,,63523,63523,63118,62957,323340,25301000000
MSN,HOSE,17/10/2019,,62957,63118,62309,62309,818380,63350000000
MSN,HOSE,18/10/2019,,62309,62714,61500,61500,448610,34324000000
MSN,HOSE,21/10/2019,,61500,61500,60448,60691,769240,57764000000
MSN,HOSE,22/10/2019,,60691,61014,59963,60205,431650,32190000000
MSN,HOSE,23/10/2019,,60286,61500,60286,61338,387600,29213000000
MSN,HOSE,24/10/2019,,61500,61500,60853,61176,272770,20606000000
MSN,HOSE,25/10/2019,,61176,61176,60286,60367,479400,35891000000
MSN,HOSE,28/10/2019,,60448,60691,60286,60286,502510,37553000000
MSN,HOSE,29/10/2019,,60286,60610,59882,59882,483230,35922000000
MSN,HOSE,30/10/2019,,60367,60529,59720,59882,638330,47278000000
MSN,HOSE,31/10/2019,,60691,60934,59720,60043,908640,67796000000
MSN,HOSE,01/11/2019,,60286,61500,60286,61257,1597000,120426000000
MSN,HOSE,04/11/2019,,61662,62390,61662,61743,890560,68089000000
MSN,HOSE,05/11/2019,,61743,61824,61176,61500,764730,58127000000
MSN,HOSE,06/11/2019,,61419,62066,61419,61500,537760,40971000000
MSN,HOSE,07/11/2019,,61500,61905,61257,61905,431590,32905000000
MSN,HOSE,08/11/2019,,62471,62633,61986,62147,586260,45163000000
MSN,HOSE,11/11/2019,,62066,62066,60367,60286,1140280,85871000000
MSN,HOSE,12/11/2019,,60367,60853,60286,60691,399080,29880000000
MSN,HOSE,13/11/2019,,60853,60853,60124,60124,645910,48174000000
MSN,HOSE,14/11/2019,,60205,60934,60205,60853,477280,35771000000
MSN,HOSE,15/11/2019,,60853,60853,60286,60286,275160,20596000000
MSN,HOSE,18/11/2019,,60691,60691,60205,60205,222090,16552000000
MSN,HOSE,19/11/2019,,60286,60610,59801,59882,542900,40276000000
MSN,HOSE,20/11/2019,,59882,60286,59558,59558,283120,20949000000
MSN,HOSE,21/11/2019,,59072,59720,57859,57859,843260,60797000000
MSN,HOSE,22/11/2019,,58749,58991,56564,57049,797010,56769000000
MSN,HOSE,25/11/2019,,57130,57939,57049,57859,311430,22171000000
MSN,HOSE,26/11/2019,,58101,58749,57859,57859,561680,40311000000
MSN,HOSE,27/11/2019,,57859,58263,57373,57454,213600,15243000000
MSN,HOSE,28/11/2019,,57130,57454,55512,56240,608710,42414000000
MSN,HOSE,29/11/2019,,56240,56968,55755,56645,302310,21139000000
MSN,HOSE,02/12/2019,,57049,57049,55836,55836,273550,18999000000
MSN,HOSE,03/12/2019,,55593,55916,51951,51951,2271640,150169000000
MSN,HOSE,04/12/2019,,51870,51951,48472,50576,5523420,338564000000
MSN,HOSE,05/12/2019,,50576,50576,48957,50171,1458980,89465000000
MSN,HOSE,06/12/2019,,49766,51547,49605,50576,1617700,101383000000
MSN,HOSE,09/12/2019,,50414,50495,48795,49038,1422780,86825000000
MSN,HOSE,10/12/2019,,48957,49281,45801,45801,2722140,156910000000
MSN,HOSE,11/12/2019,,45478,46530,44021,45073,2330190,129785000000
MSN,HOSE,12/12/2019,,45316,47582,45316,47339,1874500,108255000000
MSN,HOSE,13/12/2019,,47743,48067,46125,46934,1736100,101398000000
MSN,HOSE,16/12/2019,,46368,46772,45882,45882,1297380,74123000000
MSN,HOSE,17/12/2019,,45963,46044,45073,45397,1132900,63726000000
MSN,HOSE,18/12/2019,,45316,46125,44507,45720,1110730,62255000000
MSN,HOSE,19/12/2019,,45316,45639,44911,44992,831960,46424000000
MSN,HOSE,20/12/2019,,44992,45073,44183,44507,1799670,99177000000
MSN,HOSE,23/12/2019,,44992,45235,41755,41755,2225100,117221000000
MSN,HOSE,24/12/2019,,41836,44264,40622,44102,1401890,73634000000
MSN,HOSE,25/12/2019,,44345,45478,44102,45073,1310750,73039000000
MSN,HOSE,26/12/2019,,44507,47015,44426,46125,1900250,107945000000
MSN,HOSE,27/12/2019,,45720,46449,45316,46044,629490,35659000000
MSN,HOSE,30/12/2019,,46125,46934,45963,46206,887370,51050000000
MSN,HOSE,31/12/2019,,46206,46368,45235,45720,695750,39378000000
MSN,HOSE,02/01/2020,,46044,46449,45559,46125,518870,29512000000
MSN,HOSE,03/01/2020,,46287,46691,45963,46530,777690,44623000000
MSN,HOSE,06/01/2020,,46530,46530,45801,45801,582020,33199000000
MSN,HOSE,07/01/2020,,45963,46368,45882,45963,319680,18211000000
MSN,HOSE,08/01/2020,,45478,45720,44992,45316,737690,41312000000
MSN,HOSE,09/01/2020,,45801,46287,45720,46125,505680,28809000000
MSN,HOSE,10/01/2020,,46125,46691,45720,45720,524930,29986000000
MSN,HOSE,13/01/2020,,45801,46206,45639,46125,413810,23505000000
MSN,HOSE,14/01/2020,,46125,46368,45801,45801,349410,19900000000
MSN,HOSE,15/01/2020,,46125,46125,45316,45720,373290,21018000000
MSN,HOSE,16/01/2020,,45720,46044,45478,45478,290210,16360000000
MSN,HOSE,17/01/2020,,45397,45639,44507,44507,496940,27688000000
MSN,HOSE,20/01/2020,,44507,44588,42888,43940,541490,29389000000
MSN,HOSE,21/01/2020,,43940,44426,43778,44102,369330,20060000000
MSN,HOSE,22/01/2020,,43859,44183,43131,43212,540210,29061000000
MSN,HOSE,30/01/2020,,42888,42888,40461,40541,1591110,80801000000
MSN,HOSE,31/01/2020,,40461,41836,40461,40541,791350,40134000000
MSN,HOSE,03/02/2020,,37790,39085,37709,38599,1088810,51292000000
MSN,HOSE,04/02/2020,,40541,41270,40056,40461,744900,37345000000
MSN,HOSE,05/02/2020,,40865,40865,39813,40461,750710,37347000000
MSN,HOSE,06/02/2020,,40420,40420,38438,40380,2389970,116879000000
MSN,HOSE,07/02/2020,,40299,40380,39489,40380,932290,46109000000
MSN,HOSE,10/02/2020,,40380,40380,39489,40380,600280,29746000000
MSN,HOSE,11/02/2020,,39813,41836,39813,40380,2081860,105153000000
MSN,HOSE,12/02/2020,,40461,41027,40461,40865,804720,40602000000
MSN,HOSE,13/02/2020,,41027,41189,40541,40622,547970,27604000000
MSN,HOSE,14/02/2020,,40622,40622,40015,40299,1120310,55737000000
MSN,HOSE,17/02/2020,,40299,40299,39611,40218,1492320,73744000000
MSN,HOSE,18/02/2020,,39813,40218,39813,40218,591220,29287000000
MSN,HOSE,19/02/2020,,40137,41836,40137,40784,1818680,92713000000
MSN,HOSE,20/02/2020,,41189,41593,40784,41351,1365480,69458000000
MSN,HOSE,21/02/2020,,41674,43697,41674,42888,2061050,109598000000
MSN,HOSE,24/02/2020,,41755,42484,41270,41351,1429040,73777000000
MSN,HOSE,25/02/2020,,40865,41513,40299,40946,896710,45351000000
MSN,HOSE,26/02/2020,,40299,40703,39651,40258,1252450,62226000000
MSN,HOSE,27/02/2020,,39813,40299,39489,40218,1642080,80825000000
MSN,HOSE,28/02/2020,,40218,40218,38599,39651,2255610,109472000000
MSN,HOSE,02/03/2020,,39125,39651,38721,39651,1588150,76724000000
MSN,HOSE,03/03/2020,,39813,40299,39247,39651,1225730,60331000000
MSN,HOSE,04/03/2020,,39570,39935,39368,39651,909830,44616000000
MSN,HOSE,05/03/2020,,40015,42079,39773,41189,1780900,90313000000
MSN,HOSE,06/03/2020,,41108,44021,40541,44021,2794380,145992000000
MSN,HOSE,09/03/2020,,42888,45963,41270,42079,4205130,226345000000
MSN,HOSE,10/03/2020,,42807,43536,42079,42403,2386840,126401000000
MSN,HOSE,11/03/2020,,43131,43131,39813,40461,2637580,134144000000
MSN,HOSE,12/03/2020,,38195,40420,37628,40420,4072710,192955000000
MSN,HOSE,13/03/2020,,37628,40420,37628,40339,3783330,181458000000
MSN,HOSE,16/03/2020,,39651,40299,38438,40015,3216820,157400000000
MSN,HOSE,17/03/2020,,38842,40056,38599,40056,3877150,190447000000
MSN,HOSE,18/03/2020,,40056,40218,39489,39975,2170340,106875000000
MSN,HOSE,19/03/2020,,39247,39813,38883,39813,3350310,163386000000
MSN,HOSE,20/03/2020,,39651,39813,38680,39813,4120820,200618000000
MSN,HOSE,23/03/2020,,38923,39813,37547,39813,5025020,242218000000
MSN,HOSE,24/03/2020,,39247,39732,39085,39732,3558350,173935000000
MSN,HOSE,25/03/2020,,39651,40218,39247,39732,2857290,140087000000
MSN,HOSE,26/03/2020,,39651,39813,39287,39651,2763490,135338000000
MSN,HOSE,27/03/2020,,39409,41270,39247,39894,2587920,129581000000
MSN,HOSE,30/03/2020,,39247,39732,39166,39813,1378940,67563000000
MSN,HOSE,31/03/2020,,39732,40380,39004,39651,3667100,179389000000
MSN,HOSE,01/04/2020,,39489,40461,39489,39813,1725880,85346000000
MSN,HOSE,03/04/2020,,40137,42322,40056,42322,1841480,94509000000
MSN,HOSE,06/04/2020,,43131,45235,42969,45235,2556830,140436000000
MSN,HOSE,07/04/2020,,45963,47258,44588,46530,2099700,119353000000
MSN,HOSE,08/04/2020,,45397,47663,44911,47663,1338040,76298000000
MSN,HOSE,09/04/2020,,47743,48310,47015,48067,2047890,121053000000
MSN,HOSE,10/04/2020,,47743,50576,47177,48714,1914340,116100000000
MSN,HOSE,13/04/2020,,48714,49686,47015,47015,2106950,125925000000
MSN,HOSE,14/04/2020,,46934,49362,46287,49362,1449880,85044000000
MSN,HOSE,15/04/2020,,49362,50414,49119,49281,1106350,67837000000
MSN,HOSE,16/04/2020,,48229,49524,48229,49200,981480,59212000000
MSN,HOSE,17/04/2020,,49362,49686,48957,49038,1417150,86331000000
MSN,HOSE,20/04/2020,,49038,49362,48067,48067,1843690,110238000000
MSN,HOSE,21/04/2020,,47015,47582,45397,45801,1855040,106336000000
MSN,HOSE,22/04/2020,,44911,47420,44911,47096,1062970,61018000000
MSN,HOSE,23/04/2020,,48148,48391,47096,47096,842920,49404000000
MSN,HOSE,24/04/2020,,46772,48148,46287,48067,1218690,70904000000
MSN,HOSE,27/04/2020,,48553,48957,47582,47420,1058740,63176000000
MSN,HOSE,28/04/2020,,47339,48795,46934,48310,1095230,65056000000
MSN,HOSE,29/04/2020,,48310,48472,47582,47582,830530,49186000000
MSN,HOSE,04/05/2020,,46287,47501,46206,46368,1148810,66352000000
MSN,HOSE,05/05/2020,,46287,46530,45639,45639,1098980,62335000000
MSN,HOSE,06/05/2020,,46125,46934,45073,46934,1019980,57965000000
MSN,HOSE,07/05/2020,,47582,47743,46934,47582,780600,45697000000
MSN,HOSE,08/05/2020,,47743,50495,47663,49362,3319850,202230000000
MSN,HOSE,11/05/2020,,49766,51061,49038,51061,1838950,113690000000
MSN,HOSE,12/05/2020,,50980,51142,50009,50171,1028270,64217000000
MSN,HOSE,13/05/2020,,49605,50576,48957,50090,1598740,98161000000
MSN,HOSE,14/05/2020,,49766,52761,49362,51709,2573510,163575000000
MSN,HOSE,15/05/2020,,52194,52518,50252,50252,1305890,83306000000
MSN,HOSE,18/05/2020,,50252,50818,49686,50576,840070,52212000000
MSN,HOSE,19/05/2020,,51223,52113,50576,50980,1923440,121900000000
MSN,HOSE,20/05/2020,,50576,51709,50576,51628,998400,63483000000
MSN,HOSE,21/05/2020,,51628,51789,50818,51628,1195290,75839000000
MSN,HOSE,22/05/2020,,51385,51547,50171,50171,1310850,82283000000
MSN,HOSE,25/05/2020,,50333,50738,49766,50009,1354620,84074000000
MSN,HOSE,26/05/2020,,50171,50818,50090,50576,1053240,65696000000
MSN,HOSE,27/05/2020,,51142,52275,50576,50576,2189080,139364000000
MSN,HOSE,28/05/2020,,51304,51304,50495,50818,797480,50080000000
MSN,HOSE,29/05/2020,,50818,50899,50333,50738,698100,43643000000
MSN,HOSE,01/06/2020,,50738,51547,50738,51061,1076880,68004000000
MSN,HOSE,02/06/2020,,51466,53246,51304,51709,4190080,270435000000
MSN,HOSE,03/06/2020,,52194,52194,51466,51789,749700,48001000000
MSN,HOSE,04/06/2020,,52275,52275,51223,51385,1528010,97523000000
MSN,HOSE,05/06/2020,,50980,51223,50576,50980,1826680,114731000000
MSN,HOSE,08/06/2020,,51304,52113,50818,51304,1758860,111563000000
MSN,HOSE,09/06/2020,,51385,51951,50738,50899,1614250,102455000000
MSN,HOSE,10/06/2020,,50899,50980,50576,50899,1210600,75969000000
MSN,HOSE,11/06/2020,,51223,51870,47339,47339,2635700,163088000000
MSN,HOSE,12/06/2020,,46125,47501,46125,47339,3042060,176352000000
MSN,HOSE,15/06/2020,,47339,47663,44749,45639,2603230,147481000000
MSN,HOSE,16/06/2020,,46449,46772,45720,46611,1492420,85294000000
MSN,HOSE,17/06/2020,,46934,47096,46044,46530,1155980,66474000000
MSN,HOSE,18/06/2020,,46125,46449,45235,46125,928290,52757000000
MSN,HOSE,19/06/2020,,46611,46691,46125,46125,2419830,138166000000
MSN,HOSE,22/06/2020,,46530,47339,46530,47177,1621780,94266000000
MSN,HOSE,23/06/2020,,46934,48148,46934,47258,1453290,85315000000
MSN,HOSE,24/06/2020,,47258,47582,45720,46287,935890,54230000000
MSN,HOSE,25/06/2020,,45801,46125,45478,45882,1540010,87069000000
MSN,HOSE,26/06/2020,,45882,46853,45639,45639,574970,32734000000
MSN,HOSE,29/06/2020,,45639,45639,43616,44588,1720440,94457000000
MSN,HOSE,30/06/2020,,45235,45397,43697,43778,1378930,75526000000
MSN,HOSE,01/07/2020,,44021,45397,43697,44911,965870,53129000000
MSN,HOSE,02/07/2020,,45316,46611,44911,46287,1094380,61902000000
